obj,sub,array3,ObjRotation,grasp,type,HandRotation,HandPosition,ObjPosition
obj5,sub4,"[[-0.84515899 -0.14171808  0.15717706]
 [-0.85715322 -0.13017477  0.13746754]]",[-0.16676108 -0.62579173  0.70225085  0.29566737],grasp4,optimal0,[ 0.73914759  0.7360424   0.6234272   0.00788904],[-0.93774145 -0.13981112  0.1961323 ],[-0.85386462 -0.17804355  0.30069729]
obj5,sub4,"[[-0.97248453 -0.06021598  0.09221833]
 [-1.00225665 -0.06203369  0.07746971]]",[ 0.20424877  0.84125052 -0.22175874 -0.44877953],grasp4,extreme0,[ 0.76481537  0.72203238  0.67806753  0.00780139],[-0.9580864  -0.19867044  0.05967931],[-0.8880604  -0.13254991  0.18924924]
obj5,sub4,"[[-0.99075755 -0.28129546  0.13189585]
 [-1.01812663 -0.2801632   0.11476586]]",[ 0.66640837  0.13832652 -0.72486662 -0.10646147],grasp4,extreme1,[ 0.72213523  0.82346483  0.76148633  0.01612871],[-1.01750192 -0.17870069  0.11523838],[-0.89318938 -0.19148312  0.19281531]
obj5,sub4,"[[-0.99076214 -0.28148394  0.13245591]
 [-1.01814268 -0.28036657  0.11540861]]",[ 0.66750111  0.13817692 -0.72392274 -0.10623221],grasp4,extreme2,[ 0.721913    0.82189533  0.76369753  0.01639168],[-1.01750192 -0.17870069  0.11523838],[-0.89320213 -0.19151912  0.19308453]
obj5,sub4,"[[-0.94914753 -0.12909336 -0.11041495]
 [-0.95279577 -0.14478712 -0.05751794]]",[ 0.66015368  0.0265709  -0.70868251 -0.24750799],grasp5,optimal0,[ 1.21027201  1.25796943  1.25252584  0.01271013],[-0.95185603 -0.14359286  0.0276861 ],[-0.77622292 -0.16984778 -0.07003115]
obj5,sub4,"[[-0.86370511 -0.12689435  0.06300964]
 [-0.97660657 -0.13564294  0.05945298]]",[ 0.71687161  0.02622171 -0.64001895 -0.27528761],grasp5,extreme0,[ 1.21842264  1.25111233  1.25398988  0.01612871],[-0.96713495 -0.09152685  0.01117572],[-0.79740369 -0.17866221  0.06199416]
obj5,sub5,"[[-0.81239632 -0.14206266 -0.02826617]
 [-0.80178911 -0.13147136  0.02130992]]",[ 0.70744948 -0.26288436 -0.63914141 -0.14800441],grasp4,optimal0,[ 1.21085132  1.25672804  1.23901086  0.02769931],[-0.81232992 -0.09083291  0.00316127],[-0.64782981 -0.21243584 -0.01573109]
obj5,sub5,"[[-0.7725228  -0.12541947 -0.05653958]
 [-0.86009197 -0.09306241 -0.11985165]]",[ 0.6775054  -0.26754209 -0.67661134 -0.10772533],grasp4,extreme0,[ 1.36454985  1.26191304  1.14606762  0.02051151],[-0.85030847 -0.06801123 -0.01956997],[-0.70313157 -0.16613087 -0.09369975]
obj5,sub5,"[[-0.74742031 -0.11730439  0.07997074]
 [-0.85162757 -0.09172885  0.07043455]]",[ 0.68280777 -0.22146425 -0.64322425 -0.26643891],grasp4,extreme1,[ 1.35425368  1.35572082  1.13790331  0.02007323],[-0.83622178 -0.06696518 -0.00530708],[-0.70945837 -0.19559375  0.08369353]
obj5,sub5,"[[-0.71754465 -0.19628523  0.13447148]
 [-0.80522304 -0.18404065  0.0826609 ]]",[ 0.27516539 -0.79780364 -0.53546252  0.03276044],grasp5,optimal0,[ 1.44321604  1.49690241  0.85540453  1.33210892],[-0.82248209 -0.12443498  0.01476033],[-0.72747269 -0.22991004  0.22728355]
obj5,sub5,"[[-0.71802199 -0.22786217  0.15104927]
 [-0.80377672 -0.21807446  0.08827899]]",[ 0.24750937 -0.81954085 -0.51213816  0.06932827],grasp5,extreme0,[ 1.43421604  1.50603949  0.80140453  1.3319336 ],[-0.81207414 -0.16710402  0.0169502 ],[-0.72221704 -0.25188229  0.23606172]
obj5,sub5,"[[-0.8090045  -0.24659324  0.11344787]
 [-0.80510965 -0.1946338   0.09992468]]",[-0.10513979  0.71661536  0.67124276 -0.15761094],grasp5,extreme1,[ 1.44832503  1.48628031  0.88602138  1.33929671],[-0.84298937 -0.21501273  0.00831283],[-0.73846609 -0.20935427  0.26151052]
obj5,sub5,"[[-0.79673979 -0.48570214  0.28086707]
 [-0.81820945 -0.43720221  0.2707418 ]]",[-0.08004153  0.60189085  0.73564371 -0.30024837],grasp6,optimal0,[ 1.2759455   1.20560454  1.23001239  0.02340416],[-0.80747054 -0.49039054  0.20665764],[-0.6995511  -0.40530301  0.40387159]
obj5,sub5,"[[-0.75428469 -0.30986022  0.04738785]
 [-0.75261002 -0.25664411  0.04323339]]",[ 0.01139759  0.69931905  0.71413839 -0.02879797],grasp6,extreme0,[ 1.22329344  1.25168899  1.25039193  0.0217387 ],[-0.72935058 -0.28226512 -0.0263431 ],[-0.72239192 -0.27095099  0.22253919]
obj5,sub5,"[[-0.76669792 -0.29472594  0.1194529 ]
 [-0.76958368 -0.23923684  0.12023974]]",[-0.00599851  0.70385228  0.70827177 -0.05391741],grasp6,extreme1,[ 1.2982249   1.27567681  1.1932213   0.02419307],[-0.73578315 -0.28598439  0.00937038],[-0.73195677 -0.25888749  0.29198791]
obj6,sub7,"[[-0.88251004 -0.15006274 -0.00822306]
 [-0.86599419 -0.15466801 -0.05833542]]",[ 0.17996941 -0.79234038  0.14479388  0.56466137],grasp6,optimal0,[ 1.23550751  1.26242833  1.1184419   0.01411262],[-0.90939884 -0.17403649 -0.02477373],[-0.73661195 -0.25386459  0.01443803]
obj6,sub7,"[[-0.8939537  -0.15728932  0.04613734]
 [-0.87812245 -0.15311919 -0.00432323]]",[ 0.17917044 -0.77732433  0.12925295  0.58903185],grasp6,extreme0,[ 1.25347095  1.22040396  1.13342972  0.01411262],[-0.89508818 -0.17381887 -0.04707324],[-0.74669272 -0.25482756  0.06447232]
obj6,sub7,"[[-0.87350845 -0.16145258 -0.08669862]
 [-0.90815178 -0.22193231 -0.0627476 ]]",[ 0.21066433 -0.66041366  0.12204345  0.71033775],grasp6,extreme1,[ 1.33138566  1.34625775  1.01934442  0.013762  ],[-0.87654839 -0.19993446 -0.05254768],[-0.72443998 -0.25695234 -0.0787307 ]
obj6,sub7,"[[-0.7977305  -0.17276788  0.04418499]
 [-0.74514564 -0.17721626  0.04027033]]",[ 0.01826505 -0.99558999  0.05877796  0.07079632],grasp7,optimal0,[ 1.20213331  1.18163592  1.18410536  0.00955451],[-0.80313795 -0.20327213 -0.0273452 ],[-0.75316248 -0.21452673  0.21866529]
obj6,sub7,"[[-0.78480111 -0.18129461  0.04179991]
 [-0.73500853 -0.18871534  0.03823083]]",[ 0.01115977 -0.99720335  0.06320498  0.0382894 ],grasp7,extreme0,[ 1.2440602   1.25363592  1.12725157  0.00885326],[-0.73258131 -0.21728162 -0.04026511],[-0.74927772 -0.21542376  0.21794149]
obj6,sub7,"[[-0.80156949 -0.17528683  0.04746088]
 [-0.75257843 -0.18254496  0.03696138]]",[ 0.01293232 -0.99483779  0.06583341  0.07613471],grasp7,extreme1,[ 1.20508457  1.21763592  1.16310536  0.00911623],[-0.75929305 -0.21483581 -0.05085327],[-0.75379124 -0.21489646  0.21829042]
obj6,sub7,"[[-0.8584341  -0.21049716  0.07987758]
 [-0.82599542 -0.16160093  0.00258364]]",[ 0.46249515 -0.71622152 -0.10423066  0.51211419],grasp8,optimal0,[ 1.11184843  1.24940525  1.15247562  0.74367389],[-0.85997412 -0.1725522  -0.014458  ],[-0.70373149 -0.29855138  0.02944999]
obj6,sub7,"[[-0.88016438 -0.27393386  0.12818015]
 [-0.89388091 -0.33597825  0.16083704]]",[ 0.07785186 -0.64964333  0.10763474  0.74854352],grasp9,optimal0,[ 1.15929454  1.15413474  1.21862399  0.01490153],[-0.90885724 -0.29810582  0.17002875],[-0.71447292 -0.35503607  0.13351338]
obj6,sub7,"[[-0.87816336 -0.28684256  0.18229371]
 [-0.88171177 -0.2767553   0.12690138]]",[ 0.09445807 -0.65511622  0.04779734  0.74807475],grasp9,extreme0,[ 1.11430673  1.06713474  1.28163617  0.01463856],[-0.93873492 -0.30473066  0.14417918],[-0.71552703 -0.35998156  0.13411106]
obj6,sub7,"[[-0.8062274  -0.28906632  0.17024441]
 [-0.86761924 -0.28370743  0.18072221]]",[ 0.10099745 -0.65625707  0.04170909  0.74658324],grasp9,extreme1,[ 1.16249822  1.21949645  1.30857525  0.01393731],[-0.90683429 -0.30899941  0.13775162],[-0.71489769 -0.36064947  0.13288365]
obj6,sub7,"[[-0.84288312 -0.24405277  0.04829786]
 [-0.83938769 -0.21596715  0.01061515]]",[ 0.3077787  -0.70247457 -0.03421175  0.6408052 ],grasp10,optimal0,[ 1.56697403  1.41207255  0.98037342  0.5284783 ],[-0.90611517 -0.23134495 -0.01498769],[-0.69131057 -0.29971134  0.03486352]
obj6,sub7,"[[-0.84621382 -0.22129449  0.01014708]
 [-0.87630725 -0.27962601  0.01003397]]",[ 0.2745147  -0.70020011 -0.02046517  0.65874325],grasp10,extreme0,[ 1.7169984   1.40904818  0.99837342  0.52804002],[-0.89128988 -0.24163072 -0.02704801],[-0.69148783 -0.2998925   0.03654212]
obj6,sub7,"[[-0.78497629 -0.3228792   0.0096012 ]
 [-0.84867965 -0.27886892  0.04505402]]",[ 0.25465035 -0.70234112 -0.0371327   0.6636952 ],grasp10,extreme1,[ 1.6240837   1.33403599  1.07038561  0.52777705],[-0.87427946 -0.27348738 -0.02196258],[-0.69415682 -0.31997896  0.0349664 ]
obj6,sub8,"[[-0.75366819 -0.08748562  0.04244319]
 [-0.80871922  0.00254319  0.06160245]]",[ 0.25158026 -0.64054754  0.24274827  0.68372473],grasp1,optimal0,[ 1.19744899  1.18036384  1.18396327  0.01332372],[-0.80390935 -0.04469501  0.0533895 ],[-0.69449036 -0.1389839   0.02707975]
obj6,sub8,"[[-0.76131077 -0.09051842  0.03759567]
 [-0.82206068 -0.00442095  0.0562338 ]]",[ 0.24143802 -0.64779385  0.23105428  0.68460553],grasp1,extreme0,[ 1.17639854  1.15995258  1.20486232  0.0123595 ],[-0.81708972 -0.04880122 -0.027089  ],[-0.70399845 -0.14448553  0.02285214]
obj6,sub8,"[[ -7.47901458e-01  -6.79707789e-02  -1.45478309e-02]
 [ -8.23162737e-01  -1.73741074e-04  -8.07303066e-02]]",[ 0.23577224 -0.69166555  0.21365066  0.64835455],grasp1,extreme1,[ 1.11757681  1.12998097  1.25087619  0.01314841],[-0.81936483 -0.04859786 -0.02952857],[-0.70340783 -0.14243527 -0.04891404]
obj6,sub8,"[[-0.81183867 -0.13792451 -0.02979116]
 [-0.79776541 -0.0029988  -0.01481819]]",[ 0.2285426  -0.6880872   0.21209594  0.65522485],grasp2,optimal0,[ 0.95591834  0.97236426  1.01079821  0.01420028],[-0.82232713 -0.06510223  0.00459264],[-0.70783168 -0.14927311 -0.03559031]
obj6,sub8,"[[-0.76323123 -0.04871965  0.05638568]
 [-0.81266422 -0.0079369   0.06620859]]",[ 0.2312854  -0.65058045  0.21343107  0.69115795],grasp2,extreme0,[ 1.11188849  1.03918144  0.98612742  0.02235229],[-0.82676003 -0.07292395 -0.00883544],[-0.71626226 -0.15240179  0.03311354]
obj6,sub8,"[[-0.82413988 -0.13081107  0.11383021]
 [-0.82382293 -0.13224312  0.12262003]]",[ 0.366186    0.30559223 -0.56929476 -0.66964519],grasp3,optimal0,[ 1.03660764  1.21077159  1.25340021  1.42870588],[-0.81758594 -0.04989675  0.07702758],[-0.70875093 -0.12183765  0.11582389]
obj6,sub8,"[[-0.76144357 -0.03516114  0.03429335]
 [-0.76019685 -0.0351428   0.04152343]]",[ 0.35849277  0.3556658  -0.591235   -0.62882903],grasp3,optimal1,[ 1.28669037  1.29505342  1.37209643  1.45246067],[-0.8287951  -0.07152519 -0.01590382],[-0.71658734 -0.13356451  0.04434344]
obj6,sub8,"[[-0.81888411 -0.11591068  0.09728341]
 [-0.86736236 -0.01905881  0.10886376]]",[ 0.40132984  0.30772315 -0.58502263 -0.6340263 ],grasp4,optimal0,[ 1.43272751  1.39036448  1.25176776  1.44912974],[-0.87049408 -0.05836691  0.04336301],[-0.73524473 -0.1290847   0.09642359]
obj6,sub8,"[[-0.81881115 -0.08366757  0.11672209]
 [-0.82922866 -0.11728075  0.02467787]]",[  2.70854673e-04   8.93181499e-01   4.47168101e-01  -4.76175045e-02],grasp5,optimal0,[ 1.38621604  1.43571538  0.57132064  1.46604735],[-0.80139807 -0.09898614  0.00239431],[-0.78811065 -0.08611077  0.19295618]
obj6,sub8,"[[-0.81700968 -0.14504141  0.02005862]
 [-0.84232779 -0.09890112  0.01617113]]",[-0.0040996   0.53462523  0.84367135 -0.04876179],grasp6,optimal0,[ 1.24853885  1.22722206  1.13579577  0.0093792 ],[-0.80341663 -0.10398866  0.00476937],[-0.7932945  -0.09891451  0.19489692]
obj6,sub8,"[[-0.76542058 -0.07400064  0.0727807 ]
 [-0.81121886 -0.15544924 -0.01485135]]",[ 0.01429867  0.46644458  0.88389136 -0.03100121],grasp6,extreme0,[ 1.12140309  1.16316599  1.22379189  0.00920388],[-0.78407079 -0.13752708 -0.01651845],[-0.79194828 -0.09976005  0.16145426]
obj6,sub8,"[[-0.79233774 -0.12922128  0.08651209]
 [-0.79840587 -0.14866123 -0.01732626]]",[ 0.01153002  0.38486762  0.92281187 -0.01273693],grasp6,extreme1,[ 1.13582329  1.16430328  1.24390324  0.01341137],[-0.80476549 -0.0907623  -0.01827485],[-0.79096147 -0.09673819  0.16373211]
obj6,sub8,"[[-0.8155344  -0.16112563  0.03256698]
 [-0.86487305 -0.12086839  0.03533935]]",[-0.04680072  0.33566626  0.93880261 -0.0615427 ],grasp7,optimal0,[ 1.27201684  1.26545215  0.41907703  0.01051873],[-0.80320614 -0.09048809 -0.01859252],[-0.80341698 -0.10783195  0.20339735]
obj6,sub8,"[[-0.75545764 -0.10552146  0.02481305]
 [-0.80893915 -0.020892   -0.01556306]]",[ 0.34121424 -0.75251282  0.16932579  0.53723931],grasp8,optimal0,[ 1.16702803  1.1592425   1.21214674  0.01560278],[-0.80337721 -0.07014519 -0.02358515],[-0.7153617  -0.17625119  0.03212545]
obj6,sub8,"[[-0.7700785  -0.08469427  0.06916307]
 [-0.75884617 -0.07179664  0.06800253]]",[ 0.25280657 -0.69844716  0.26579282  0.61450352],grasp8,extreme0,[ 1.16020846  1.15387827  1.21813169  0.01341137],[-0.82342271 -0.04900558 -0.02479776],[-0.72150174 -0.15257768  0.04004798]
obj6,sub8,"[[-0.77801951 -0.11280883 -0.0271466 ]
 [-0.86037052 -0.07283004 -0.096299  ]]",[ 0.25287919 -0.75117994  0.26857415  0.54740181],grasp8,extreme1,[ 1.17464939  1.16013595  1.2052481   0.01200888],[-0.82031428 -0.06994585 -0.06493523],[-0.71499422 -0.17229233 -0.04599802]
obj6,sub8,"[[-0.72659135 -0.04780203  0.0120376 ]
 [-0.71579566 -0.05223015 -0.04186555]]",[ 0.29206008 -0.74073914  0.35395145  0.49063714],grasp9,optimal0,[ 0.79892954  1.00313664  0.98267838  0.01481387],[-0.78937263 -0.06414599 -0.04247522],[-0.72382239 -0.16917951  0.00753185]
obj6,sub8,"[[-0.83865154 -0.01288352  0.0688255 ]
 [-0.82004279 -0.0131778   0.02141899]]",[ 0.34569717 -0.73386782  0.23016606  0.53754541],grasp9,extreme0,[ 1.23228073  1.22599282  0.40239095  0.01481387],[-0.84024479 -0.07914199 -0.01694331],[-0.73831483 -0.16446029  0.07184594]
obj9,sub10,"[[-0.85239891 -0.12627047  0.06599199]
 [-0.84845916 -0.14923701  0.04791331]]",[-0.00252063  0.72266323  0.67193127 -0.162049  ],grasp1,optimal0,[ 0.03882081  1.39945002  1.9947203   0.05715174],[-0.87032614 -0.13198787  0.05295917],[-0.85090507 -0.11794629  0.14685005]
obj9,sub10,"[[-0.88807963 -0.1644609   0.08629706]
 [-0.84690416 -0.14272124  0.04806107]]",[-0.01510408  0.74122443  0.65406117 -0.15020717],grasp1,extreme0,[ 0.03882081  1.39945002  1.88648783  0.05557393],[-0.86844973 -0.11255643  0.04931763],[-0.85198237 -0.11435211  0.14973642]
obj9,sub10,"[[-0.88767686 -0.15654008  0.08724214]
 [-0.86268208 -0.14157096  0.04698412]]",[-0.01635673  0.74179589  0.65210007 -0.15568175],grasp1,extreme1,[ 0.03882081  1.39945002  2.07831448  0.05627518],[-0.88301755 -0.08201646  0.04114828],[-0.8532373  -0.11314114  0.15242271]
obj9,sub10,[-0.86583605 -0.14490073  0.06458715],[-0.02327616  0.74035338  0.64578231 -0.18520341],grasp1,extreme2,[ 0.03889392  1.39976683  1.93294026  0.05618752],[-0.88934645 -0.18924802  0.08473161],[-0.85936085 -0.11164546  0.17011991]
obj9,sub10,"[[-0.99741977 -0.11686836  0.10694068]
 [-0.82882665 -0.13088106  0.07875524]]",[-0.04772513  0.67694682  0.69818    -0.22805701],grasp2,optimal0,[ 0.04020988  0.83559812  0.94681116  0.08204606],[-0.9177871  -0.12233521  0.08486425],[-0.86712451 -0.10679393  0.21108536]
obj9,sub10,"[[-1.00377676 -0.19991458  0.14035795]
 [-0.97658375 -0.21555157  0.12223488]]",[-0.15532972  0.40885609  0.77944193 -0.44853055],grasp3,optimal0,[ 0.041075    1.50428938  1.24802749  0.06477782],[-0.99700471 -0.206643    0.13290782],[-0.88118733 -0.12454366  0.23972156]
obj9,sub10,"[[-0.99266963 -0.20135939  0.13645118]
 [-0.97099106 -0.21330721  0.11382567]]",[-0.15566279  0.40887878  0.785182   -0.43826529],grasp3,extreme0,[ 0.04040484  1.54921221  1.19737729  0.06425188],[-1.0216086  -0.20499804  0.10116409],[-0.88082816 -0.1237604   0.23897205]
obj9,sub10,"[[-0.98983388 -0.20009382  0.1363025 ]
 [-0.97173554 -0.21518943  0.11460792]]",[-0.14765993  0.42137345  0.77852067 -0.44107429],grasp3,extreme1,[ 0.03967375  1.5700137   1.20216643  0.0652161 ],[-0.9941678  -0.20602879  0.12137666],[-0.88074999 -0.1235869   0.24013831]
obj9,sub10,"[[-0.95337025 -0.2176386   0.21128095]
 [-0.97716207 -0.17248771  0.21098745]]",[-0.20041144  0.34170926  0.82720412 -0.39850143],grasp4,optimal0,[ 1.41682677  1.5794005   0.04972622  1.51145318],[-0.98279704 -0.2124577   0.1988913 ],[-0.87104286 -0.10371545  0.31141309]
obj9,sub10,"[[-0.9582258  -0.26281419  0.23674969]
 [-0.99185904 -0.22477541  0.24479019]]",[-0.22649285  0.2691459   0.75969702 -0.54692039],grasp4,extreme0,[ 1.40909809  1.60078783  0.04925101  1.50268758],[-0.98669103 -0.26237479  0.18735649],[-0.88000753 -0.12310857  0.29586765]
obj9,sub10,"[[-0.96105564 -0.2611649   0.24089809]
 [-0.9964353  -0.22649751  0.24673652]]",[-0.21997295  0.26897351  0.75904859 -0.55055462],grasp4,extreme1,[ 1.44952168  1.54271258  0.04956781  1.50400242],[-0.99751541 -0.25955201  0.19036024],[-0.87948888 -0.12362747  0.29606903]
obj9,sub10,"[[-1.02544671 -0.15579057  0.26542694]
 [-1.04168571 -0.17538002  0.25408251]]",[-0.20683934  0.29732125  0.74841435 -0.55560194],grasp5,optimal0,[ 0.97842071  1.0538436   0.04943378  1.52048176],[-0.97163453 -0.22689919  0.25320686],[-0.88008817 -0.12310811  0.29601919]
obj9,sub10,"[[-0.8559699  -0.19685769  0.0078139 ]
 [-0.90856503 -0.16756566  0.01836643]]",[-0.20485693  0.73830001  0.57479259 -0.28733293],grasp6,optimal0,[  2.01209084e+00   3.37665508e-01   1.73840231e-03   1.63732726e+00],[-0.86830979 -0.17995347  0.00373867],[-0.83349721 -0.16968251  0.10686774]
obj9,sub10,"[[-0.83820418 -0.15607838  0.14009164]
 [-0.78974033 -0.19435285  0.1195458 ]]",[ 0.01654393  0.36525056 -0.92921314  0.05367738],grasp6,extreme0,[  2.02104515e+00   3.37628954e-01   1.73840231e-03   1.65231645e+00],[-0.84614172 -0.1507384   0.12024059],[-0.79617148 -0.1755818   0.23358599]
obj9,sub12,"[[-0.84223647 -0.09571577  0.01176826]
 [-0.81572401 -0.10673249 -0.01482335]]",[ 0.19614875 -0.89702355  0.17992634  0.3528469 ],grasp8,optimal0,[ 2.11261674  2.14478565  1.92962744  0.01498918],[-0.81751902 -0.12987188 -0.02205434],[-0.77949782 -0.16602428  0.06467538]
obj9,sub12,"[[-0.79026364 -0.09721778  0.01941884]
 [-0.82467236 -0.04317933  0.05058091]]",[ 0.27483222 -0.89981807  0.10048365  0.32357028],grasp8,extreme0,[ 1.96308671  2.07496073  1.81554916  0.01008045],[-0.77607721 -0.07708196 -0.0018448 ],[-0.75930871 -0.12515803  0.09201115]
obj9,sub12,"[[-0.80797806 -0.07992536  0.04709564]
 [-0.83691886 -0.05876184  0.04272928]]",[ 0.37922854 -0.87208876 -0.23596468  0.19991893],grasp8,extreme1,[ 2.03050866  1.74668061  1.81508614  0.0087656 ],[-0.8853701  -0.11586434  0.03497914],[-0.75934862 -0.12459386  0.09172296]
obj9,sub12,"[[-0.95783644 -0.16774643  0.0405914 ]
 [-0.929032   -0.08781909  0.01992016]]",[ 0.36652436 -0.68187852 -0.5333721   0.34090436],grasp9,optimal0,[ 1.14794138  1.32370282  1.42717967  0.37955067],[-0.92572128 -0.11727328  0.01332431],[-0.78007637 -0.15216357  0.09869656]
obj9,sub12,"[[-0.95884772 -0.16816183  0.04028369]
 [-0.93100261 -0.09308854  0.02150928]]",[ 0.3661896  -0.68214059 -0.53316889  0.34105764],grasp9,extreme0,[ 1.14794138  1.32370282  1.42117967  0.37955067],[-0.92627178 -0.10682758  0.00891657],[-0.78009232 -0.15221206  0.09862529]
obj9,sub12,"[[-0.92697553 -0.17922135  0.06868656]
 [-0.85443644 -0.25512567  0.05719609]]",[ 0.47092488  0.62826407 -0.47389657 -0.39866786],grasp9,optimal1,[ 1.72144198  1.58713871  1.78327011  0.64996957],[-0.89363775 -0.21354094  0.07166565],[-0.7913167  -0.18278451  0.10571307]
obj9,sub12,"[[-0.8540322  -0.24371664  0.08576027]
 [-0.8880426  -0.15666322  0.04015324]]",[ 0.48495127  0.62624452 -0.50606749 -0.34137335],grasp9,optimal2,[ 1.56630804  1.85026843  1.80068573  0.65145973],[-0.88359243 -0.2311499   0.06754081],[-0.790096   -0.1867279   0.10168345]
obj9,sub12,"[[-0.86467179 -0.19040277  0.07023086]
 [-0.88130854 -0.16520487  0.03932031]]",[ 0.45902004  0.64594622 -0.50790778 -0.3377629 ],grasp9,extreme1,[ 1.83435216  1.88026843  1.81268573  0.65145973],[-0.87640427 -0.24035902  0.06262318],[-0.78916673 -0.18600251  0.09843984]
obj9,sub12,"[[-0.87671665 -0.14500013  0.05350522]
 [-0.88401169 -0.15411062  0.05158347]]",[ 0.41481254  0.69602646 -0.4438188  -0.38275657],grasp9,extreme2,[ 1.90167269  1.83045488  1.87449346  0.63138649],[-0.8899108  -0.19367988  0.06153446],[-0.78902879 -0.18523397  0.09769235]
obj9,sub12,"[[-0.95693818 -0.18600815  0.09951913]
 [-0.97087416 -0.21339621  0.07188455]]",[-0.34358207  0.56265917  0.45196085 -0.60091381],grasp10,optimal0,[ 1.49624617  1.53469333  1.16644719  0.65855987],[-0.97541252 -0.17842744  0.03843197],[-0.79379988 -0.17956305  0.11731847]
